,labels,responses
3381,NOT_SARCASM,Thank wonderful surprises store I'm happy enjoy #mrsflores It's joy voice #animation #voiceover
3382,NOT_SARCASM,Amazing different accents unique place Liverpool
3383,NOT_SARCASM,Correct Romans Crucifixion execute people Bcuz innocents killed method humans carried symbol #innocents killed Christ Dr Guillotine invented blade severing spine make painless
3384,NOT_SARCASM,Seven three hundred sixty five Hyper lapse JCB agricultural machinery #mmandmp_pro #retweet #rt
3385,NOT_SARCASM,extend invitation speak Haiti Jamaica United States phenomenal job
3386,NOT_SARCASM,Exactly eye eye love island gutted
3387,NOT_SARCASM,eyes watering intense coughs airway's clearing today :) #PuffPuffPass don't time take ya time connecting & spreading #GoodVibes come #Peace & live
3388,NOT_SARCASM,back door blew open watched mobile greenhouse shoot garden I've weight furniture covers looked take Oh greenhouse propped brick wheel fell
3389,NOT_SARCASM,I'm today & it's nice
3390,NOT_SARCASM,hear ... #Truth nobody's #bad I've voted barely stand opposed ( issues principles ) adore teach valuable lessons break hearts #Thursday thought
3391,NOT_SARCASM,Lolol that's truly way appropriately celebrate ... I'm
3392,NOT_SARCASM,You're wonderful Shenae Thank & #AwesomeList follow Hugs & big kiss
3393,NOT_SARCASM,Strength pure Souls
3394,NOT_SARCASM,read & #freedom Aaron sounds unique book filled twists & turns make people think Awesome wish & books absolute best
3395,NOT_SARCASM,That's started vinyl Make Big cassette lol bought Make Big pocketmoney actual cassette Stevie Wonder Signed Sealed Delivered album love album
3396,NOT_SARCASM,Awe great photos matter Stay warm snow storms
3397,NOT_SARCASM,source Joy Christ lives heart Realise you're Wish Joy
3398,NOT_SARCASM,top bro washing hooman mummy proud misses #Independent #son #brother
3399,NOT_SARCASM,comforting grace giving back society shows grown Keep best 2020 #thankyou
3400,NOT_SARCASM,thirteen three hundred sixty five UK Somalis racially profiled FGM CLICK ---> > > #mmandmp_pro #retweet #rt
3401,NOT_SARCASM,fuked know POTUS Trump Master Strategist #American #History Military strongest economy best planet Sanctions crippling iranian economy POTUS offered iran olive branch
3402,NOT_SARCASM,country Southwest You're opposed high-speed rail links I'm guessing we'll drive I'm guessing live large metropolitan area travel easy access fantastic public transport
3403,NOT_SARCASM,think twitting name #RAHUL & RAHUL thinks speaking twitting #RAHULgandhi
3404,NOT_SARCASM,hope comeback birthday gift new track
3405,NOT_SARCASM,Pretending 2 hold u fact r time holding u back Interesting XOX OXO #SaturdayThoughts #life #live
3406,NOT_SARCASM,appreciate connection Thank connect Recovery recover flu #overcome #selflove #mentalwellness Keep makes
3407,NOT_SARCASM,subtitles montage read demonic laughter #BachelorNation
3408,NOT_SARCASM,great feeling got friend running regularly completed parkrun morning #ukrunchat
3409,NOT_SARCASM,Absolutely Kriti Let's shift focus #peace #BeAnEncourger REMEMBER Act grows spirit Strengthens Soul ..
3410,NOT_SARCASM,I'm excited way Uncle Charlie fyah videos we'll remember Wake Sky animated cover def wasn't I'll look B bout bring magic new music B comin 10 days
3411,NOT_SARCASM,contrary we're garbage mouths apparently likes white chocolate ... person alive food taeks
3412,NOT_SARCASM,... abovementioned absurd #legal stipulation based equally ridiculous 1974 #ammendment #constitution effectively gave legally define categorize non mere ...
3413,NOT_SARCASM,ain't hating player bro I'm hating game ain't make sense & blew #goals
3414,NOT_SARCASM,#HOPE #God's heart delay Ezekiel 36:26
3415,NOT_SARCASM,Ursula thanks bless #MindsetReset #Smile Lovely blue colour blue peace colour water plus living things planet dependent Plus ring bell .. brief blue glued
3416,NOT_SARCASM,past did stuff did complain endlessly FACT way appears WEAK ... appealing voters formalized complaints ahead time media changing game
3417,NOT_SARCASM,They're demand summer rolling blackouts
3418,NOT_SARCASM,Yes did They're absolutely liked writings #blooming & #HappyWednesday
3419,NOT_SARCASM,... know place hierarchy pedicures dry cleaning responsibilities
3420,NOT_SARCASM,won game morgan played top lol argue shouldve played ibrox johnston playin Cluj away game fine signing times solid
3421,NOT_SARCASM,That's struggled years decided openly talk struggles shared cared we'd better place Thank opening You've made massive step Thank
3422,NOT_SARCASM,blessing knowing name #Christ #Jesus stands given people soon #Prayer = = = =
3423,NOT_SARCASM,Sincerely appreciate words helped contribute betterment competed professionally esports setting standard performance improvement physical training & self care influenced better
3424,NOT_SARCASM,Oh look complete lie racism bias
3425,NOT_SARCASM,Tweet LOVE soplease profile STOP lying war head better sorted B4 Tweeitn BS carry send Hot Chocolate Blankets
3426,NOT_SARCASM,Touché AnandTech Tom's Hardware PC Hardware read hardware review websites beginning century #geek
3427,NOT_SARCASM,preach Gospel share testimony Jesus saved ; actually bearing fruit Keep faith let's good faithful servant Thank Lord Jesus #JesusChrist #ReadtheBible #EyesOnJESUS
3428,NOT_SARCASM,reached past respond back near #God intervenes heart softened forever going Ezekiel 36:26 #RECONCILIATION
3429,NOT_SARCASM,think upset loss soul mate #Patriots set back feel bad Kraft needs bring back #pride #SeductiveSunday
3430,NOT_SARCASM,source Joy lives heart connect Wish Joy
3431,NOT_SARCASM,wonderful Loved minute watch Did trick #JojoRabbit
3432,NOT_SARCASM,Shouts BONESubs night #Twitch 8mo Resub 6mo Resub 5 Gifted BONESubs community amazing friends
3433,NOT_SARCASM,Imagine guests House expecting Hors d oeuvres chef can't oblige caterer got flat tire picture fact caterer .. bringing cold fast food .. Add insult injury stars humiliated
3434,NOT_SARCASM,& highness ~ condolences #IranPlaneShootdown #UkrainePlaneCrash #CanadaMourns religious conflicts fixed :
3435,NOT_SARCASM,thought dipping ‍ ️
3436,NOT_SARCASM,days Claire grab best email Thanks Wendy
3437,NOT_SARCASM,Bronnie cricket reference Seriously talent couldn't draw cricket bat
3438,NOT_SARCASM,Cause water quality level Klongs rivers soooo good right pls tell sarcastic comment minister plodprasop
3439,NOT_SARCASM,Lord #God's #HOPE going today #Depression
3440,NOT_SARCASM,#FEAR fear social control & #fascism repress deep abiding & greatness & universe waiting unleashed Find courage freedom choice & growth Light Shall Set Free Norma J Milanovich
3441,NOT_SARCASM,Ridiculous blocked run got free
3442,NOT_SARCASM,#Shalom #ShavuaTov Beloved Heather new #Blessed dear achoti ️
3443,NOT_SARCASM,Mind creates Joy Sorrow know can't person 800 miles away feel person joy lives heart possessive ruin happiness
3444,NOT_SARCASM,Reckon guy Head Creative
3445,NOT_SARCASM,Love sweet Deb Thank inspiration share
3446,NOT_SARCASM,Thank 40 years ago thought change world didn't least won't trying long breathe air irreplaceable #planet
3447,NOT_SARCASM,bet Severus comments take It's thing came Potterhead name
3448,NOT_SARCASM,thirteen three hundred sixty five Birmingham cars banned driving city centre CLICK ---> > > #mmandmp_pro #retweet #rt
3449,NOT_SARCASM,v pleased Damian's Probably Science episode 369
3450,NOT_SARCASM,Thanks shout Joanne bet think don't
3451,NOT_SARCASM,Hey board ... deal :D
3452,NOT_SARCASM,pray light #Christ #Jesus sincere heart comes entire family pray guides entire family say today going ... Ezekiel 36:26
3453,NOT_SARCASM,Bible Political Theocratic Benevolent Government obvious needs schooled #GodisLove
3454,NOT_SARCASM,I'm going consider going
3455,NOT_SARCASM,Stephen Jones finally losing Twitter claiming Liberty great stadium mind thoughts Sarries salary cap breach new low
3456,NOT_SARCASM,Awesome thank quick response #COOL-20200113-362970
3457,NOT_SARCASM,people People judge assume think understand idea You're hero handled loud Dont fools You're inspiration
3458,NOT_SARCASM,Place Stanislas undisputedly masterpiece highly adept genius.See explicit difference old restored part pavilion #nancy #unescoworldheritage #architecture
3459,NOT_SARCASM,adore choices different genre amazing characters #Impressed & ️
3460,NOT_SARCASM,fkn lukesir musical tastes
3461,NOT_SARCASM,send pictures hain ni
3462,NOT_SARCASM,gave eggs breakfast
3463,NOT_SARCASM,World peace giving terrorists money back ...
3464,NOT_SARCASM,Thank Albert did wiggle Tweeples
3465,NOT_SARCASM,dress I'll happy show people drag form art branch tree self expression #drag #encouragequestions #makeup
3466,NOT_SARCASM,I'm perplexed security professional Maghun embassy surveillance sovereign intelligence service ( s ) potentially cyber weapons stolen possession grp apparently amateurs
3467,NOT_SARCASM,Trump's child Gaia ~ comes BLOW BAG ORANGE WIND NASTY & Twin Clown Blonde #Bojo Feeling HURT DEEP TINY CHILD withheld LOVE that's squandered LOVE PRECIOUS ~ LOVE WILD #EtonMess
3468,NOT_SARCASM,video today's email bit ‘ Yeah right Adriene I'll ...'And did
3469,NOT_SARCASM,interesting #satellite images 2019 Image : #Wildfire near Lake Echo Credits :
3470,NOT_SARCASM,people #God decide #pray today better way going ... WAY #Christ sincere heart eternal Ezekiel 36:26
3471,NOT_SARCASM,Lead example move small rural community Northern BC rid #computer #mobilephone #car & grow food walk activities winter luck demented socialist
3472,NOT_SARCASM,Thank Versa fully loaded Thank prompt reply #service #firstclass
3473,NOT_SARCASM,watch dis 1000 times ... hv GoodByes life ... totally relate dis #AsiManshiForever right #OnlyAsimMatters
3474,NOT_SARCASM,single genuine Indian suffers due it's SHAME PATHETIC it's DEMO poor suffer #CAA_NRC #CAA_NRC_NPR #NRC_CAA_Protest
3475,NOT_SARCASM,Thankyou ️ fantastic team nurses doctors worked hard maintain accreditation #nurses
3476,NOT_SARCASM,Pretending 2 hold u fact r time holding u back Interesting XOX OXO #SaturdayThoughts #life
3477,NOT_SARCASM,Sir it's intimidating man grateful #Support #GardenTownByTheSea offence CUBE personally informed comment sensitive intelligence & heart
3478,NOT_SARCASM,Trump's child Gaia ~ comes BLOW BAG ORANGE WIND NASTY & Twin Clown Blonde #Bojo Feeling HURT DEEP TINY CHILD withheld LOVE that's squandered LOVE PRECIOUS ~ LOVE WILD #EtonMess
3479,NOT_SARCASM,willingness policy matter take word tens thousands deceptive claims addition dysfunctional understanding race terrorism defense probably bullshit — demonstrate gross profound intellectual lack honestly
3480,NOT_SARCASM,I'm liking tweet help
3481,NOT_SARCASM,Take look recent church shooting TX
3482,NOT_SARCASM,looking attention d #ck buy Puppy dog Q
3483,NOT_SARCASM,subtitles montage read demonic laughter #BachelorNation
3484,NOT_SARCASM,Mad cant come terms u wrong
3485,NOT_SARCASM,knower Truth shame insult experienced perishable real born Bliss Cosmic consciousness eternal lives blissfully
3486,NOT_SARCASM,pleasure hope
3487,NOT_SARCASM,Thank Likewise 41 years ago two countries allies practically bestfriends Iranians regime change alternative leader #RezaPahlavi God bless America #peace
3488,NOT_SARCASM,Attention ... time sigh thank lovely writings insights past look 2020
3489,NOT_SARCASM,constant #current perplexing #feel #soul know know love met way non tract feels
3490,NOT_SARCASM,simply best Family Twitter Created thanks great powerful message Know Worth #FAMILY
3491,NOT_SARCASM,saving world general show doorstep can't take care
3492,NOT_SARCASM,appreciate response column wrote there's Progress agency bad That's totally accurate u guys #Bragging progress given track record That's funny ...
3493,NOT_SARCASM,Absolutely Kriti Let's shift focus #peace #BeAnEncourger #SpreadLove REMEMBER Act grows spirit Strengthens Soul ..
3494,NOT_SARCASM,Thank sooooo did
3495,NOT_SARCASM,Politicians represent people people wicked evil core turn away systems world turn #Christ #Jesus Spirit #HOPE forever going Ezekiel 36:26
3496,NOT_SARCASM,Don't Give Mike Lee Credit Constituents #IranWar Briefing #SelfPreservation
3497,NOT_SARCASM,Thank celebrating non-alcoholic cider luck chipping x
3498,NOT_SARCASM,fell love w mom worked & continued visit bcuz introduced favorite customer & boom 9 years later engaged & getting married 10 special place ️
3499,NOT_SARCASM,Unfortunately natives #intentions lack #weaponry knowledge helped overrun Luckily people learn mistakes
3500,NOT_SARCASM,can't remember universe show Break walls infinite Remember love Peace love Donnie #Peace #ILoveYou #MentalHealth
3501,NOT_SARCASM,don't think odd begin personal anecdote interaction deceased It's started Whataburger Coke wife Oh yeah Bill died
3502,NOT_SARCASM,Let's 845thstreet #music #genre #song East Peace
3503,NOT_SARCASM,Leaving b4 Prayer Communion reveals ignorance Mass & lack faith & belief true presence Jesus catechized stayed Capernaum ( Jn 6 ) Catechize ambo Instruct ignorant Cute gotcha videos dont souls
3504,NOT_SARCASM,encourage onwards following movitated alot THANK Keep motivate lohri #
3505,NOT_SARCASM,Love .. watch game .. #Hype #Fan #Serious
3506,NOT_SARCASM,name Joy powerful opposite joy sorrow unhappiness misery sadness depression #healing
3507,NOT_SARCASM,Please know come #Virginia show site Thanks #follow Hope amazing weekend
3508,NOT_SARCASM,contrary we're garbage mouths apparently likes white chocolate ... person alive food taeks
3509,NOT_SARCASM,LOVE post awesome topsy 1 presentation boom Thank HEAVENLY shinning & sharing LOVE HEAR TALK LOST AMAZING EYES ... #photography #naturaleza #Artistic
3510,NOT_SARCASM,Seriously don't touch Gitcoin TBH interface clean works major issues I'll share suggestions later good job kudos
3511,NOT_SARCASM,Bible says right hand offends cut Jop president DONALD TRUMP
3512,NOT_SARCASM,Thank Jill adding #AwesomeList wish
3513,NOT_SARCASM,I'm Welsh Government rolling #PrEP NHS Wales They're setting real standard governments surely follow 󠁧 󠁢 󠁷 󠁬 󠁳 󠁿
3514,NOT_SARCASM,source Joy lives heart connect Wish Joy
3515,NOT_SARCASM,literally telling roommate : test spirit character prescription sell back prescription soon don't VA buys back unused Meds
3516,NOT_SARCASM,please explain dropping BURGERS try living life getting syndrome Q
3517,NOT_SARCASM,forgive weak willed bastard Love Actually love Snape
3518,NOT_SARCASM,itza freemason ring course ring wear Ruby ya please excuse trying help
3519,NOT_SARCASM,Can't make church Join Instagram live audience 7pm Come friends loved ones ‍ ️ #TFOLC #FountainOfLife #ANewSong
3520,NOT_SARCASM,‍ ️ hung group bro friends ... Sounds jealous don't can't join fun LOL ️ #Alexa #JEALOUSY
3521,NOT_SARCASM,singing style singing style ️ #ButtaBomma
3522,NOT_SARCASM,Wrong Wrong Wrong 12 % Bernie's supporters did vote Hilary 25 % Hilary's supporters did vote Obama Bernie did 40 rallies Hilary did Bernie
3523,NOT_SARCASM,40 years #OLDHAM business haulier 2015 Stolen 2017 Disclosed busy hiding groomers #Oldham
3524,NOT_SARCASM,truly #WarriorsOfPeace genuine concern #respect humanity share Thank ambassadors #peace wish people ladies politics world inspiring
